GEOID,Typology
34017018200,MHI - At Risk of Exclusion
34017019000,LI - Ongoing Gentrification
34021002500,LI - Not Losing Low-Income Households
34041030600,LI - Not Losing Low-Income Households
34021004404,MHI - Not Losing Low-Income Households
34023000902,LI - Not Losing Low-Income Households
34023001413,MHI - At Risk of Exclusion
34023001804,LI - Not Losing Low-Income Households
34023002901,MHI - At Risk of Exclusion
34023003500,LI - Ongoing Displacement of Low- Income Households
34023007304,LI - Ongoing Displacement of Low- Income Households
34031116500,MHI - At Risk of Exclusion
34031182200,LI - Not Losing Low-Income Households
34003058100,MHI - At Risk of Exclusion
34025801000,LI - Not Losing Low-Income Households
34025803100,LI - Not Losing Low-Income Households
34025804500,MHI - At Risk of Exclusion
34023007804,MHI - At Risk of Exclusion
34023008101,LI - Not Losing Low-Income Households
34023008404,LI - Ongoing Displacement of Low- Income Households
34025807300,LI - Not Losing Low-Income Households
34025808200,LI - Ongoing Displacement of Low- Income Households
34025811600,LI - Not Losing Low-Income Households
34027040101,LI - Not Losing Low-Income Households
34027040803,MHI - At Risk of Exclusion
34027041902,LI - Not Losing Low-Income Households
34003008000,MHI - At Risk of Exclusion
34003017300,MHI - Displacement of LI hh - Ongoing Exclusion
34013002600,LI - Not Losing Low-Income Households
34013004700,LI - Not Losing Low-Income Households
34037371700,MHI - Displacement of LI hh - Ongoing Exclusion
34037373700,LI - Not Losing Low-Income Households
34037374800,LI - Not Losing Low-Income Households
34039032800,LI - Not Losing Low-Income Households
34039035000,MHI - At Risk of Exclusion
34039036200,MHI - Displacement of LI hh - Ongoing Exclusion
34039033800,LI - Ongoing Displacement of Low- Income Households
34013005700,LI - Not Losing Low-Income Households
34027043401,MHI - Displacement of LI hh - Ongoing Exclusion
34027044200,MHI - At Risk of Exclusion
34003024100,MHI - At Risk of Exclusion
34003029200,LI - Not Losing Low-Income Households
34003039300,MHI - At Risk of Exclusion
34003042400,MHI - At Risk of Exclusion
34003047200,MHI - Displacement of LI hh - Ongoing Exclusion
34031246001,MHI - At Risk of Exclusion
34031256802,MHI - At Risk of Exclusion
34029711100,MHI - At Risk of Exclusion
34029714400,MHI - At Risk of Exclusion
34029718000,MHI - Not Losing Low-Income Households
34035050901,MHI - At Risk of Exclusion
34035052400,MHI - At Risk of Exclusion
34037371100,LI - Not Losing Low-Income Households
34013001000,LI - Not Losing Low-Income Households
34013009300,LI - Not Losing Low-Income Households
34035053300,LI - Not Losing Low-Income Households
34017011000,LI - Not Losing Low-Income Households
34029714100,LI - Not Losing Low-Income Households
34013003100,LI - Not Losing Low-Income Households
34017000700,LI - Ongoing Displacement of Low- Income Households
34035051600,LI - Not Losing Low-Income Households
34017005500,LI - Not Losing Low-Income Households
34017016100,LI - Not Losing Low-Income Households
34021003006,MHI - At Risk of Exclusion
34023002701,LI - Ongoing Displacement of Low- Income Households
34013001600,LI - Not Losing Low-Income Households
34031124800,LI - Not Losing Low-Income Households
34023002102,MHI - Displacement of LI hh - Ongoing Exclusion
34025802500,LI - Not Losing Low-Income Households
34029716000,LI - Ongoing Gentrification
34003031300,LI - Not Losing Low-Income Households
34025809701,MHI - Displacement of LI hh - Ongoing Exclusion
34037374100,MHI - At Risk of Exclusion
34017010900,LI - Not Losing Low-Income Households
34017001800,LI - Not Losing Low-Income Households
34013012400,LI - Not Losing Low-Income Households
34017012300,LI - Not Losing Low-Income Households
34021002800,LI - Not Losing Low-Income Households
34023000502,MHI - Displacement of LI hh - Ongoing Exclusion
34013002500,LI - Not Losing Low-Income Households
34013020600,MHI - At Risk of Exclusion
34017002800,LI - Ongoing Displacement of Low- Income Households
34027041602,MHI - At Risk of Exclusion
34019011900,LI - Ongoing Displacement of Low- Income Households
34023006500,MHI - At Risk of Exclusion
34025812000,MHI - At Risk of Exclusion
34039033300,MHI - Displacement of LI hh - Ongoing Exclusion
34003010200,LI - Not Losing Low-Income Households
34013012900,LI - Not Losing Low-Income Households
34013008900,LI - Not Losing Low-Income Households
34021003007,MHI - At Risk of Exclusion
34023006607,MHI - At Risk of Exclusion
34039031300,LI - Not Losing Low-Income Households
34039037800,MHI - Displacement of LI hh - Ongoing Exclusion
34023006203,MHI - Not Losing Low-Income Households
34023008209,MHI - At Risk of Exclusion
34027043302,MHI - At Risk of Exclusion
34039034900,MHI - At Risk of Exclusion
34035053200,LI - Not Losing Low-Income Households
36005001600,LI - Not Losing Low-Income Households
36005003800,LI - Not Losing Low-Income Households
36005004600,LI - Ongoing Displacement of Low- Income Households
36005007700,LI - Ongoing Gentrification
36005011502,LI - Ongoing Displacement of Low- Income Households
36005014900,LI - Not Losing Low-Income Households
36005019500,LI - Not Losing Low-Income Households
36005021301,LI - Not Losing Low-Income Households
36005022703,MHI - Displacement of LI hh - Ongoing Exclusion
36005025000,MHI - Displacement of LI hh - Ongoing Exclusion
36005029500,MHI - Displacement of LI hh - Ongoing Exclusion
36005030200,MHI - Not Losing Low-Income Households
36005033600,LI - Not Losing Low-Income Households
36005036502,LI - Not Losing Low-Income Households
36005036901,LI - Not Losing Low-Income Households
36005038900,LI - Ongoing Displacement of Low- Income Households
36005040400,MHI - Displacement of LI hh - Ongoing Exclusion
36005040800,LI - Not Losing Low-Income Households
36005041800,LI - Ongoing Gentrification
36005042901,MHI - Not Losing Low-Income Households
36005045800,LI - Ongoing Displacement of Low- Income Households
36047000301,MHI - At Risk of Exclusion
36047002901,LI - Not Losing Low-Income Households
36047006700,MHI - Displacement of LI hh - Ongoing Exclusion
36047007100,LI - Ongoing Displacement of Low- Income Households
36047007600,LI - Not Losing Low-Income Households
36047010200,LI - Not Losing Low-Income Households
36047012200,LI - Not Losing Low-Income Households
36047013900,MHI - Advanced Gentrification
36047014000,MHI - At Risk of Exclusion
36047016300,MHI - At Risk of Exclusion
36047016800,MHI - Not Losing Low-Income Households
36047018400,MHI - Displacement of LI hh - Ongoing Exclusion
36047020600,MHI - At Risk of Exclusion
36047021900,MHI - Advanced Gentrification
36047022900,MHI - Advanced Gentrification
36047025100,LI - Not Losing Low-Income Households
36047027600,LI - Ongoing Displacement of Low- Income Households
36047028200,LI - Not Losing Low-Income Households
36047028502,LI - Not Losing Low-Income Households
36047029300,LI - Ongoing Displacement of Low- Income Households
36047030200,LI - Not Losing Low-Income Households
36047032100,LI - Not Losing Low-Income Households
36047033100,LI - Not Losing Low-Income Households
36047035300,LI - Not Losing Low-Income Households
36047036501,LI - Ongoing Displacement of Low- Income Households
36047039400,LI - Ongoing Displacement of Low- Income Households
36047042100,LI - Ongoing Displacement of Low- Income Households
36047043600,LI - Ongoing Displacement of Low- Income Households
36047045400,LI - Not Losing Low-Income Households
36047049300,LI - Ongoing Displacement of Low- Income Households
36047050202,MHI - Displacement of LI hh - Ongoing Exclusion
36047050700,LI - Not Losing Low-Income Households
36047053300,LI - Not Losing Low-Income Households
36047057100,MHI - Advanced Gentrification
36047058400,LI - Not Losing Low-Income Households
36047064200,MHI - At Risk of Exclusion
36047068000,MHI - Not Losing Low-Income Households
36047070600,MHI - At Risk of Exclusion
36047076200,LI - At Risk of Gentrification
36047078000,MHI - At Risk of Exclusion
36047081000,LI - Not Losing Low-Income Households
36047082000,LI - Not Losing Low-Income Households
36047083400,MHI - Not Losing Low-Income Households
36047084000,MHI - Not Losing Low-Income Households
36047086800,LI - Not Losing Low-Income Households
36047093000,MHI - Not Losing Low-Income Households
36047098400,MHI - Not Losing Low-Income Households
36047100400,MHI - Not Losing Low-Income Households
36047116400,LI - Not Losing Low-Income Households
36047117602,LI - Not Losing Low-Income Households
36047120800,LI - Not Losing Low-Income Households
36059301700,MHI - At Risk of Exclusion
36059302700,LI - Not Losing Low-Income Households
36059407900,LI - Not Losing Low-Income Households
36059409400,MHI - At Risk of Exclusion
36059411302,MHI - Displacement of LI hh - Ongoing Exclusion
36059413300,LI - Not Losing Low-Income Households
36059414202,LI - Not Losing Low-Income Households
36059415000,MHI - At Risk of Exclusion
36059518100,MHI - At Risk of Exclusion
36059519100,MHI - At Risk of Exclusion
36059520300,MHI - At Risk of Exclusion
36061000600,LI - Not Losing Low-Income Households
36061001600,LI - Not Losing Low-Income Households
36061003100,MHI - At Risk of Exclusion
36061004700,MHI - At Risk of Exclusion
36061006600,LI - Not Losing Low-Income Households
36061008300,LI - Not Losing Low-Income Households
36061008700,MHI - At Risk of Exclusion
36061009000,MHI - Not Losing Low-Income Households
36061009700,LI - Not Losing Low-Income Households
36061011900,LI - Not Losing Low-Income Households
36061014000,MHI - At Risk of Exclusion
36061015400,MHI - Not Losing Low-Income Households
36061016400,LI - Not Losing Low-Income Households
36061016900,MHI - At Risk of Exclusion
36061020101,MHI - At Risk of Exclusion
36061020701,LI - Not Losing Low-Income Households
36061022200,LI - Ongoing Gentrification
36061022600,LI - Ongoing Displacement of Low- Income Households
36061023900,LI - Not Losing Low-Income Households
36061026500,LI - Ongoing Gentrification
36061027700,LI - Not Losing Low-Income Households
36061029100,LI - Not Losing Low-Income Households
36061030300,LI - Ongoing Gentrification
36071001500,LI - Not Losing Low-Income Households
36071013700,MHI - Displacement of LI hh - Ongoing Exclusion
36071014201,MHI - At Risk of Exclusion
36081000200,MHI - Displacement of LI hh - Ongoing Exclusion
36081001900,MHI - Advanced Gentrification
36081004001,LI - Not Losing Low-Income Households
36081006900,LI - Ongoing Displacement of Low- Income Households
36081009600,MHI - Advanced Gentrification
36081010600,MHI - Not Losing Low-Income Households
36081011900,MHI - Advanced Gentrification
36081012602,MHI - Advanced Gentrification
36081013600,MHI - At Risk of Exclusion
36081016300,LI - Not Losing Low-Income Households
36081022001,MHI - Advanced Gentrification
36081023500,LI - At Risk of Gentrification
36081026300,LI - Ongoing Displacement of Low- Income Households
36081028900,MHI - At Risk of Exclusion
36081032900,LI - Not Losing Low-Income Households
36081035300,LI - Not Losing Low-Income Households
36081037700,LI - Not Losing Low-Income Households
36081040700,LI - Not Losing Low-Income Households
36081044601,LI - Not Losing Low-Income Households
36081046200,LI - Not Losing Low-Income Households
36081049600,MHI - Advanced Gentrification
36081050202,MHI - Not Losing Low-Income Households
36081052100,LI - Not Losing Low-Income Households
36081055400,MHI - Advanced Gentrification
36081057900,LI - Ongoing Displacement of Low- Income Households
36081062300,MHI - Advanced Gentrification
36081068200,MHI - Not Losing Low-Income Households
36081070300,MHI - Not Losing Low-Income Households
36081071900,LI - Not Losing Low-Income Households
36081072900,MHI - At Risk of Exclusion
36081078800,MHI - Displacement of LI hh - Ongoing Exclusion
36081080301,LI - Not Losing Low-Income Households
36081085500,LI - Not Losing Low-Income Households
36081111300,MHI - At Risk of Exclusion
36081118500,LI - Not Losing Low-Income Households
36081120300,MHI - Not Losing Low-Income Households
36081129102,MHI - At Risk of Exclusion
36081139900,MHI - Displacement of LI hh - Ongoing Exclusion
36081147100,MHI - Not Losing Low-Income Households
36081162100,MHI - At Risk of Exclusion
36085003300,MHI - Not Losing Low-Income Households
36085007700,LI - Not Losing Low-Income Households
36085016901,LI - Not Losing Low-Income Households
36085018902,LI - Not Losing Low-Income Households
36103111703,MHI - At Risk of Exclusion
36103122705,LI - Ongoing Displacement of Low- Income Households
36103122706,LI - Ongoing Gentrification
36103123402,LI - Not Losing Low-Income Households
36103124601,MHI - At Risk of Exclusion
36103135201,MHI - Displacement of LI hh - Ongoing Exclusion
36103145704,LI - Not Losing Low-Income Households
36103146002,LI - Not Losing Low-Income Households
36103146611,LI - Not Losing Low-Income Households
36103147401,LI - Not Losing Low-Income Households
36103147803,LI - Ongoing Displacement of Low- Income Households
36103158108,MHI - Displacement of LI hh - Ongoing Exclusion
36103158309,LI - Not Losing Low-Income Households
36103158506,MHI - At Risk of Exclusion
36103158604,MHI - Not Losing Low-Income Households
36103159105,LI - Not Losing Low-Income Households
36103169800,LI - Not Losing Low-Income Households
36103190800,LI - Not Losing Low-Income Households
36111951400,LI - Not Losing Low-Income Households
36119000202,LI - Ongoing Gentrification
36119000203,LI - Not Losing Low-Income Households
36119001505,LI - Not Losing Low-Income Households
36119002404,LI - Not Losing Low-Income Households
36119002900,LI - Not Losing Low-Income Households
36119003500,LI - Ongoing Gentrification
36119005800,LI - Not Losing Low-Income Households
36119007800,LI - Not Losing Low-Income Households
36005002702,LI - Ongoing Displacement of Low- Income Households
36005004800,LI - Ongoing Displacement of Low- Income Households
36005005902,LI - At Risk of Gentrification
36005007500,LI - Not Losing Low-Income Households
36005009800,MHI - Not Losing Low-Income Households
36005011900,LI - Not Losing Low-Income Households
36005012701,LI - Not Losing Low-Income Households
36005014400,LI - Not Losing Low-Income Households
36005019700,LI - Not Losing Low-Income Households
36005020100,LI - Ongoing Gentrification
36005021100,LI - Ongoing Gentrification
36005021601,LI - Ongoing Gentrification
36005022701,LI - Ongoing Displacement of Low- Income Households
36005022902,LI - Not Losing Low-Income Households
36005023501,LI - Not Losing Low-Income Households
36005025100,LI - Not Losing Low-Income Households
36005025700,LI - Not Losing Low-Income Households
36005027300,MHI - Not Losing Low-Income Households
36005028300,LI - Ongoing Gentrification
36005030100,MHI - Not Losing Low-Income Households
36005032300,MHI - Not Losing Low-Income Households
36005035600,MHI - Displacement of LI hh - Ongoing Exclusion
36005036501,LI - Not Losing Low-Income Households
36005036902,LI - Not Losing Low-Income Households
36005038600,MHI - Not Losing Low-Income Households
36005039300,LI - Not Losing Low-Income Households
36005042000,LI - Ongoing Displacement of Low- Income Households
36005042800,MHI - Not Losing Low-Income Households
36005043000,MHI - Not Losing Low-Income Households
36005044800,MHI - Displacement of LI hh - Ongoing Exclusion
36005046000,LI - Not Losing Low-Income Households
36103122707,LI - Not Losing Low-Income Households
36103123102,LI - Not Losing Low-Income Households
36103123702,LI - Not Losing Low-Income Households
36103124001,MHI - Not Losing Low-Income Households
36103124500,MHI - Displacement of LI hh - Ongoing Exclusion
36103135101,MHI - Displacement of LI hh - Ongoing Exclusion
36103135205,MHI - At Risk of Exclusion
36103135304,MHI - At Risk of Exclusion
36103145901,LI - Not Losing Low-Income Households
36103146201,LI - Not Losing Low-Income Households
36103146206,LI - Not Losing Low-Income Households
36061001800,LI - Ongoing Gentrification
36061003002,LI - Ongoing Gentrification
36061003800,LI - Not Losing Low-Income Households
36061004900,MHI - At Risk of Exclusion
36061005502,MHI - Displacement of LI hh - Ongoing Exclusion
36061007000,MHI - Not Losing Low-Income Households
36061011000,MHI - Not Losing Low-Income Households
36061011401,MHI - At Risk of Exclusion
36061012000,MHI - Not Losing Low-Income Households
36061013100,MHI - Displacement of LI hh - Ongoing Exclusion
36061013800,MHI - Not Losing Low-Income Households
36103158009,MHI - At Risk of Exclusion
36103158102,LI - Not Losing Low-Income Households
36103158110,MHI - Not Losing Low-Income Households
36103158306,MHI - At Risk of Exclusion
36103158509,LI - Not Losing Low-Income Households
36103158606,LI - Not Losing Low-Income Households
36103158802,MHI - At Risk of Exclusion
36103159108,MHI - Not Losing Low-Income Households
36027220100,LI - Not Losing Low-Income Households
36061014401,MHI - Not Losing Low-Income Households
36061014801,MHI - Displacement of LI hh - Ongoing Exclusion
36061015300,MHI - Displacement of LI hh - Ongoing Exclusion
36061015700,MHI - At Risk of Exclusion
36061016002,MHI - At Risk of Exclusion
36061016600,LI - Ongoing Displacement of Low- Income Households
36061017402,LI - Not Losing Low-Income Households
36061018000,LI - Not Losing Low-Income Households
36061018500,MHI - Not Losing Low-Income Households
36061019000,LI - Ongoing Displacement of Low- Income Households
36061020000,LI - Ongoing Gentrification
36061020800,LI - Ongoing Gentrification
36061021800,LI - Ongoing Gentrification
36061023400,LI - At Risk of Gentrification
36103190705,LI - Ongoing Displacement of Low- Income Households
36105951500,LI - Not Losing Low-Income Households
36111951200,MHI - At Risk of Exclusion
36111952300,LI - Ongoing Displacement of Low- Income Households
36111954800,LI - Ongoing Displacement of Low- Income Households
36061024900,LI - Not Losing Low-Income Households
36061030700,LI - Ongoing Gentrification
36119000702,LI - Not Losing Low-Income Households
36119001401,LI - Not Losing Low-Income Households
36119002101,LI - Not Losing Low-Income Households
36119002203,LI - Ongoing Displacement of Low- Income Households
36119004600,MHI - At Risk of Exclusion
36119005300,MHI - Displacement of LI hh - Ongoing Exclusion
36119006100,LI - Not Losing Low-Income Households
36119007200,MHI - At Risk of Exclusion
36119007402,MHI - Displacement of LI hh - Ongoing Exclusion
36047000200,LI - At Risk of Gentrification
36047002300,LI - Not Losing Low-Income Households
36047003800,MHI - At Risk of Exclusion
36047004500,MHI - Displacement of LI hh - Ongoing Exclusion
36047007400,LI - Not Losing Low-Income Households
36047008400,LI - Not Losing Low-Income Households
36047009600,LI - At Risk of Gentrification
36047011000,LI - At Risk of Gentrification
36047011600,LI - Not Losing Low-Income Households
36071000300,LI - Not Losing Low-Income Households
36071010400,LI - Not Losing Low-Income Households
36047012700,LI - Not Losing Low-Income Households
36047013300,MHI - Displacement of LI hh - Ongoing Exclusion
36047014700,MHI - Advanced Gentrification
36047016200,MHI - At Risk of Exclusion
36047017600,MHI - Not Losing Low-Income Households
36047018300,MHI - Displacement of LI hh - Ongoing Exclusion
36047018800,MHI - Displacement of LI hh - Ongoing Exclusion
36047019700,MHI - At Risk of Exclusion
36047020200,MHI - Displacement of LI hh - Ongoing Exclusion
36047021000,LI - At Risk of Gentrification
36047021600,LI - At Risk of Gentrification
36047022400,LI - At Risk of Gentrification
36047024000,LI - At Risk of Gentrification
36079010700,LI - Not Losing Low-Income Households
36081000800,LI - Ongoing Displacement of Low- Income Households
36081001200,MHI - Displacement of LI hh - Ongoing Exclusion
36047024900,MHI - Advanced Gentrification
36047025500,LI - Not Losing Low-Income Households
36047026400,LI - Not Losing Low-Income Households
36047026900,LI - Ongoing Gentrification
36047029500,MHI - Advanced Gentrification
36047030000,LI - Ongoing Gentrification
36047031701,MHI - Advanced Gentrification
36047032500,LI - Ongoing Displacement of Low- Income Households
36047033300,LI - Not Losing Low-Income Households
36047034000,LI - Not Losing Low-Income Households
36047034900,LI - Not Losing Low-Income Households
36047035500,LI - Ongoing Gentrification
36047036300,LI - Ongoing Displacement of Low- Income Households
36081002800,LI - Not Losing Low-Income Households
36081003800,LI - Not Losing Low-Income Households
36081004300,LI - Not Losing Low-Income Households
36081005100,LI - Not Losing Low-Income Households
36081007700,MHI - Advanced Gentrification
36081008600,MHI - Displacement of LI hh - Ongoing Exclusion
36081009700,MHI - At Risk of Exclusion
36081010200,LI - Not Losing Low-Income Households
36081014100,MHI - Advanced Gentrification
36081014400,LI - Not Losing Low-Income Households
36081015100,LI - Ongoing Gentrification
36081016600,LI - At Risk of Gentrification
36047039700,LI - Not Losing Low-Income Households
36047040100,LI - Ongoing Gentrification
36047041300,LI - Ongoing Displacement of Low- Income Households
36047041900,LI - Not Losing Low-Income Households
36047042500,MHI - Advanced Gentrification
36047043700,LI - Ongoing Gentrification
36047044400,LI - Not Losing Low-Income Households
36047045000,LI - Not Losing Low-Income Households
36047046201,LI - Not Losing Low-Income Households
36047047200,LI - Ongoing Displacement of Low- Income Households
36047048000,LI - Not Losing Low-Income Households
36047051200,LI - At Risk of Gentrification
36047051700,MHI - Advanced Gentrification
36081018401,MHI - Not Losing Low-Income Households
36081018600,MHI - Advanced Gentrification
36081019200,MHI - Displacement of LI hh - Ongoing Exclusion
36081020200,MHI - Advanced Gentrification
36081023800,LI - At Risk of Gentrification
36081025100,LI - Not Losing Low-Income Households
36081025700,LI - Ongoing Displacement of Low- Income Households
36081026500,LI - Ongoing Gentrification
36081027700,LI - Ongoing Gentrification
36081028000,MHI - Advanced Gentrification
36081029100,LI - At Risk of Gentrification
36081031700,LI - Not Losing Low-Income Households
36081033402,LI - Not Losing Low-Income Households
36047053200,MHI - At Risk of Exclusion
36047054200,LI - At Risk of Gentrification
36047054500,LI - Not Losing Low-Income Households
36047055200,LI - Not Losing Low-Income Households
36047055700,MHI - Advanced Gentrification
36047056600,MHI - Not Losing Low-Income Households
36047057000,MHI - Not Losing Low-Income Households
36047057800,LI - Not Losing Low-Income Households
36047059000,LI - Ongoing Gentrification
36047063200,MHI - Not Losing Low-Income Households
36047064000,MHI - Displacement of LI hh - Ongoing Exclusion
36047064800,MHI - At Risk of Exclusion
36047066000,MHI - At Risk of Exclusion
36081037900,LI - Not Losing Low-Income Households
36081045500,LI - Not Losing Low-Income Households
36081046000,LI - Not Losing Low-Income Households
36081046800,LI - Not Losing Low-Income Households
36081047100,LI - Not Losing Low-Income Households
36081048000,LI - Not Losing Low-Income Households
36081049301,LI - Not Losing Low-Income Households
36081050500,LI - Not Losing Low-Income Households
36081051300,MHI - Displacement of LI hh - Ongoing Exclusion
36081052000,MHI - Not Losing Low-Income Households
36081052600,MHI - Not Losing Low-Income Households
36081053800,MHI - Not Losing Low-Income Households
36081054900,LI - At Risk of Gentrification
36081055600,MHI - Not Losing Low-Income Households
36047074400,MHI - At Risk of Exclusion
36047075600,MHI - At Risk of Exclusion
36047077000,LI - Not Losing Low-Income Households
36047078200,MHI - Displacement of LI hh - Ongoing Exclusion
36047085600,LI - Not Losing Low-Income Households
36047087200,LI - Not Losing Low-Income Households
36047088000,LI - Not Losing Low-Income Households
36047090000,LI - Not Losing Low-Income Households
36047091200,LI - Not Losing Low-Income Households
36047095400,MHI - Not Losing Low-Income Households
36047097400,MHI - Not Losing Low-Income Households
36047099000,MHI - Advanced Gentrification
36047100600,MHI - Not Losing Low-Income Households
36081058100,LI - Ongoing Gentrification
36081059100,LI - Ongoing Displacement of Low- Income Households
36081059600,MHI - At Risk of Exclusion
36081060300,MHI - Displacement of LI hh - Ongoing Exclusion
36081062500,MHI - Advanced Gentrification
36081063200,MHI - Not Losing Low-Income Households
36081064600,MHI - At Risk of Exclusion
36081066000,MHI - Displacement of LI hh - Ongoing Exclusion
36081077903,MHI - At Risk of Exclusion
36047101200,MHI - Advanced Gentrification
36047102600,MHI - Not Losing Low-Income Households
36047113400,LI - Not Losing Low-Income Households
36047115000,LI - Not Losing Low-Income Households
36047116600,LI - Not Losing Low-Income Households
36047117400,MHI - Not Losing Low-Income Households
36047119600,LI - Not Losing Low-Income Households
36047121000,LI - Not Losing Low-Income Households
36081081800,LI - Not Losing Low-Income Households
36081084601,MHI - Not Losing Low-Income Households
36081093900,MHI - Displacement of LI hh - Ongoing Exclusion
36081094700,MHI - Not Losing Low-Income Households
36081099100,MHI - At Risk of Exclusion
36081101700,MHI - Displacement of LI hh - Ongoing Exclusion
36081112300,MHI - Not Losing Low-Income Households
36081115500,LI - Not Losing Low-Income Households
36081118100,MHI - At Risk of Exclusion
36081118900,MHI - Not Losing Low-Income Households
36081121500,MHI - Displacement of LI hh - Ongoing Exclusion
36081126500,LI - Not Losing Low-Income Households
36081136700,LI - Not Losing Low-Income Households
36081140300,MHI - Not Losing Low-Income Households
36081145101,MHI - At Risk of Exclusion
36085002700,LI - Not Losing Low-Income Households
36085005900,MHI - At Risk of Exclusion
36085007500,LI - Ongoing Gentrification
36059300600,MHI - At Risk of Exclusion
36059301101,LI - Not Losing Low-Income Households
36059302200,LI - Not Losing Low-Income Households
36059303302,LI - Not Losing Low-Income Households
36085012500,LI - Ongoing Displacement of Low- Income Households
36085013301,LI - Not Losing Low-Income Households
36085023100,LI - Not Losing Low-Income Households
36085027702,LI - Not Losing Low-Income Households
36085031901,LI - Not Losing Low-Income Households
36087010801,MHI - At Risk of Exclusion
36059405200,LI - Not Losing Low-Income Households
36059406002,MHI - At Risk of Exclusion
36059406600,MHI - Displacement of LI hh - Ongoing Exclusion
36059407000,LI - Not Losing Low-Income Households
36059407802,LI - Not Losing Low-Income Households
36059408200,MHI - At Risk of Exclusion
36059410200,MHI - At Risk of Exclusion
36059411400,LI - Not Losing Low-Income Households
36059411901,LI - Not Losing Low-Income Households
36059413001,LI - Not Losing Low-Income Households
36087013100,LI - Not Losing Low-Income Households
36059415600,MHI - At Risk of Exclusion
36059416300,MHI - At Risk of Exclusion
36059517302,LI - Not Losing Low-Income Households
36059518203,MHI - At Risk of Exclusion
36059518700,MHI - At Risk of Exclusion
36059519400,MHI - At Risk of Exclusion
36059520401,LI - Not Losing Low-Income Households
36059521301,LI - Not Losing Low-Income Households
36061000700,MHI - Not Losing Low-Income Households
36103110200,MHI - At Risk of Exclusion
36103110902,LI - Not Losing Low-Income Households
36103111100,LI - Not Losing Low-Income Households
36103112103,LI - Not Losing Low-Income Households
36103122403,LI - Not Losing Low-Income Households
36005012102,LI - Not Losing Low-Income Households
36005016600,MHI - Displacement of LI hh - Ongoing Exclusion
36005021501,LI - Not Losing Low-Income Households
36005023100,LI - Ongoing Displacement of Low- Income Households
36005028700,MHI - Not Losing Low-Income Households
36005039800,MHI - Displacement of LI hh - Ongoing Exclusion
36005040600,MHI - Displacement of LI hh - Ongoing Exclusion
36047006000,MHI - Advanced Gentrification
36047006600,MHI - At Risk of Exclusion
36047012902,MHI - At Risk of Exclusion
36047023100,MHI - Advanced Gentrification
36047028000,MHI - Not Losing Low-Income Households
36047033500,LI - Not Losing Low-Income Households
36047037500,LI - Ongoing Displacement of Low- Income Households
36047041600,LI - Ongoing Gentrification
36047049600,MHI - Advanced Gentrification
36047052800,MHI - At Risk of Exclusion
36047055600,MHI - At Risk of Exclusion
36047061200,MHI - At Risk of Exclusion
36047070201,MHI - At Risk of Exclusion
36047082800,LI - Ongoing Displacement of Low- Income Households
36047086400,LI - Not Losing Low-Income Households
36047098800,MHI - Not Losing Low-Income Households
36047121400,LI - Not Losing Low-Income Households
36059304100,LI - Not Losing Low-Income Households
36059411902,MHI - Displacement of LI hh - Ongoing Exclusion
36059416202,LI - Ongoing Gentrification
36059520501,MHI - Not Losing Low-Income Households
36061000201,LI - Not Losing Low-Income Households
36061008100,MHI - Displacement of LI hh - Ongoing Exclusion
36061011402,MHI - Not Losing Low-Income Households
36061016001,MHI - At Risk of Exclusion
36061023502,LI - Not Losing Low-Income Households
36061028300,LI - Not Losing Low-Income Households
36081003100,LI - Ongoing Gentrification
36081012100,LI - Not Losing Low-Income Households
36081015900,LI - Ongoing Displacement of Low- Income Households
36081025800,MHI - Displacement of LI hh - Ongoing Exclusion
36081035100,LI - Ongoing Displacement of Low- Income Households
36081040100,LI - Not Losing Low-Income Households
36081044602,LI - Not Losing Low-Income Households
36081049302,LI - Ongoing Gentrification
36081054500,LI - Not Losing Low-Income Households
36081060100,MHI - At Risk of Exclusion
36081063301,MHI - At Risk of Exclusion
36081069500,LI - Not Losing Low-Income Households
36081115900,LI - Not Losing Low-Income Households
36081119500,MHI - Not Losing Low-Income Households
36081146300,MHI - Displacement of LI hh - Ongoing Exclusion
36085013302,LI - Not Losing Low-Income Households
36103122801,LI - Not Losing Low-Income Households
36103124101,LI - Not Losing Low-Income Households
36103146102,LI - Not Losing Low-Income Households
36103146613,MHI - Not Losing Low-Income Households
36103147701,LI - Ongoing Displacement of Low- Income Households
36103158315,LI - Not Losing Low-Income Households
36103159000,LI - Not Losing Low-Income Households
36111952100,LI - Ongoing Displacement of Low- Income Households
36119000101,LI - Not Losing Low-Income Households
36119001402,LI - Not Losing Low-Income Households
36119003200,LI - Not Losing Low-Income Households
36119006000,LI - Ongoing Gentrification
36047036900,LI - Ongoing Displacement of Low- Income Households
36081016900,LI - Not Losing Low-Income Households
36047052500,LI - Not Losing Low-Income Households
36047069000,MHI - Displacement of LI hh - Ongoing Exclusion
36047072000,MHI - Not Losing Low-Income Households
36081055100,LI - Ongoing Gentrification
36047098600,MHI - Not Losing Low-Income Households
36081079000,MHI - Displacement of LI hh - Ongoing Exclusion
36081113900,LI - Not Losing Low-Income Households
36085001700,LI - Not Losing Low-Income Households
36085009601,LI - Ongoing Displacement of Low- Income Households
36087010803,MHI - At Risk of Exclusion
36059413600,LI - Not Losing Low-Income Households
36005005600,LI - Not Losing Low-Income Households
36005038200,MHI - Not Losing Low-Income Households
36047014200,MHI - At Risk of Exclusion
