GEOID,Typology
34023003300,LI - Ongoing Displacement of Low- Income Households
34023003800,LI - Ongoing Displacement of Low- Income Households
34003002200,LI - Not Losing Low-Income Households
34003023200,LI - Not Losing Low-Income Households
34003026100,MHI - At Risk of Exclusion
34003031200,LI - Not Losing Low-Income Households
34013007900,LI - Not Losing Low-Income Households
34013017100,LI - Not Losing Low-Income Households
34013019900,MHI - At Risk of Exclusion
34013021000,MHI - At Risk of Exclusion
34003035200,MHI - Displacement of LI hh - Ongoing Exclusion
34003047500,MHI - Displacement of LI hh - Ongoing Exclusion
34003057200,LI - Not Losing Low-Income Households
34029722200,LI - Not Losing Low-Income Households
34029722500,LI - Not Losing Low-Income Households
34029723000,MHI - Not Losing Low-Income Households
34031124900,LI - Not Losing Low-Income Households
34031246101,MHI - At Risk of Exclusion
34031256803,MHI - Not Losing Low-Income Households
34035050600,LI - Ongoing Displacement of Low- Income Households
34035050902,MHI - At Risk of Exclusion
34035052201,LI - Not Losing Low-Income Households
34037372800,LI - Not Losing Low-Income Households
34039032700,MHI - Displacement of LI hh - Ongoing Exclusion
34039036400,MHI - At Risk of Exclusion
34039037000,MHI - At Risk of Exclusion
34039037500,MHI - At Risk of Exclusion
34017005802,MHI - Displacement of LI hh - Ongoing Exclusion
34017012600,LI - Not Losing Low-Income Households
34017016300,LI - Ongoing Displacement of Low- Income Households
34019010701,LI - Ongoing Displacement of Low- Income Households
34023000300,LI - Not Losing Low-Income Households
34023001805,LI - Not Losing Low-Income Households
34023002603,MHI - Displacement of LI hh - Ongoing Exclusion
34023006300,MHI - Displacement of LI hh - Ongoing Exclusion
34023007101,LI - Not Losing Low-Income Households
34023007704,MHI - Not Losing Low-Income Households
34023007910,LI - Not Losing Low-Income Households
34023008604,MHI - Displacement of LI hh - Ongoing Exclusion
34025800601,LI - Ongoing Displacement of Low- Income Households
34025802700,MHI - At Risk of Exclusion
34021003002,MHI - At Risk of Exclusion
34025803800,MHI - At Risk of Exclusion
34025807700,LI - Not Losing Low-Income Households
34025810402,MHI - Displacement of LI hh - Ongoing Exclusion
34025810600,LI - Not Losing Low-Income Households
34027041500,MHI - At Risk of Exclusion
34027041801,LI - Not Losing Low-Income Households
34027042800,MHI - Displacement of LI hh - Ongoing Exclusion
34027046000,LI - Not Losing Low-Income Households
34029713600,MHI - Not Losing Low-Income Households
34035053804,LI - Ongoing Displacement of Low- Income Households
34003029100,LI - Not Losing Low-Income Households
34003061200,MHI - At Risk of Exclusion
34013018000,MHI - Not Losing Low-Income Households
34021003903,MHI - At Risk of Exclusion
34023003600,LI - Ongoing Displacement of Low- Income Households
34023007301,LI - Not Losing Low-Income Households
34037374400,MHI - At Risk of Exclusion
34003048100,LI - Not Losing Low-Income Households
34003051400,MHI - At Risk of Exclusion
34035053602,MHI - At Risk of Exclusion
34035053803,MHI - Displacement of LI hh - Ongoing Exclusion
34021003800,MHI - At Risk of Exclusion
34021004304,MHI - At Risk of Exclusion
34025804200,MHI - At Risk of Exclusion
34027042000,LI - Not Losing Low-Income Households
34029715200,LI - Not Losing Low-Income Households
34039034100,LI - Not Losing Low-Income Households
34013007400,LI - Not Losing Low-Income Households
34023007000,LI - Not Losing Low-Income Households
34013020500,MHI - At Risk of Exclusion
34017004800,LI - Ongoing Displacement of Low- Income Households
34021004000,LI - Not Losing Low-Income Households
34025803500,LI - Not Losing Low-Income Households
34025804800,LI - Not Losing Low-Income Households
34027041400,LI - Not Losing Low-Income Households
34027041704,LI - Not Losing Low-Income Households
34027043200,MHI - At Risk of Exclusion
34025802100,LI - Not Losing Low-Income Households
34027042900,LI - Not Losing Low-Income Households
34039038101,MHI - At Risk of Exclusion
34029712000,MHI - At Risk of Exclusion
34013017600,LI - Not Losing Low-Income Households
34017001201,MHI - Displacement of LI hh - Ongoing Exclusion
34017002400,MHI - Displacement of LI hh - Ongoing Exclusion
34017013400,LI - Not Losing Low-Income Households
34017016500,LI - Ongoing Displacement of Low- Income Households
34017018000,LI - At Risk of Gentrification
34019011700,LI - Not Losing Low-Income Households
34021004301,MHI - Advanced Gentrification
34023001410,MHI - At Risk of Exclusion
34023004200,LI - Ongoing Displacement of Low- Income Households
34023006204,MHI - Not Losing Low-Income Households
34023006601,MHI - At Risk of Exclusion
34023008403,MHI - At Risk of Exclusion
34025805300,LI - Not Losing Low-Income Households
34025810004,MHI - At Risk of Exclusion
34025810501,LI - Not Losing Low-Income Households
34027041000,LI - Not Losing Low-Income Households
34027041901,LI - Not Losing Low-Income Households
34029711400,MHI - At Risk of Exclusion
34029717300,MHI - At Risk of Exclusion
34039037300,MHI - At Risk of Exclusion
34029738001,MHI - At Risk of Exclusion
34031246002,MHI - At Risk of Exclusion
34037371800,MHI - Displacement of LI hh - Ongoing Exclusion
34037373300,MHI - At Risk of Exclusion
34039033100,MHI - Not Losing Low-Income Households
34039036600,MHI - At Risk of Exclusion
34039038000,MHI - At Risk of Exclusion
34013015600,MHI - At Risk of Exclusion
34013019400,MHI - Displacement of LI hh - Ongoing Exclusion
34013020901,MHI - At Risk of Exclusion
34017003000,LI - Not Losing Low-Income Households
34003002100,MHI - At Risk of Exclusion
34003011200,LI - Not Losing Low-Income Households
34003017200,LI - Not Losing Low-Income Households
34013013900,MHI - At Risk of Exclusion
34013014900,MHI - Displacement of LI hh - Ongoing Exclusion
34013016000,MHI - At Risk of Exclusion
34013019700,MHI - At Risk of Exclusion
34013020800,MHI - At Risk of Exclusion
34017012500,MHI - Not Losing Low-Income Households
34017018200,LI - At Risk of Gentrification
34017019000,LI - Ongoing Gentrification
34041030600,LI - Not Losing Low-Income Households
34021004404,MHI - Not Losing Low-Income Households
34023000902,LI - Not Losing Low-Income Households
34023001413,MHI - At Risk of Exclusion
34023001804,LI - Not Losing Low-Income Households
34023002901,LI - Not Losing Low-Income Households
34023003500,LI - Ongoing Displacement of Low- Income Households
34023007304,LI - Ongoing Displacement of Low- Income Households
34031116500,MHI - At Risk of Exclusion
34003058100,MHI - At Risk of Exclusion
34025801000,LI - Not Losing Low-Income Households
34025803100,LI - Not Losing Low-Income Households
34025804500,MHI - At Risk of Exclusion
34023007804,LI - Not Losing Low-Income Households
34023008101,LI - Not Losing Low-Income Households
34023008404,LI - Ongoing Displacement of Low- Income Households
34025808200,LI - Ongoing Displacement of Low- Income Households
34025811600,LI - Not Losing Low-Income Households
34027040101,LI - Not Losing Low-Income Households
34027040803,LI - Not Losing Low-Income Households
34027041902,LI - Not Losing Low-Income Households
34003008000,MHI - At Risk of Exclusion
34003017300,MHI - Displacement of LI hh - Ongoing Exclusion
34013004700,LI - Not Losing Low-Income Households
34037371700,MHI - Displacement of LI hh - Ongoing Exclusion
34037373700,LI - Not Losing Low-Income Households
34037374800,LI - Not Losing Low-Income Households
34039032800,LI - Not Losing Low-Income Households
34039035000,MHI - Not Losing Low-Income Households
34039036200,MHI - Displacement of LI hh - Ongoing Exclusion
34039033800,LI - Ongoing Displacement of Low- Income Households
34027043401,MHI - Displacement of LI hh - Ongoing Exclusion
34027044200,MHI - At Risk of Exclusion
34003024100,MHI - At Risk of Exclusion
34003029200,LI - Not Losing Low-Income Households
34003039300,MHI - At Risk of Exclusion
34003042400,MHI - At Risk of Exclusion
34003047200,MHI - Displacement of LI hh - Ongoing Exclusion
34031246001,MHI - Not Losing Low-Income Households
34031256802,MHI - At Risk of Exclusion
34029711100,MHI - Not Losing Low-Income Households
34029718000,MHI - Not Losing Low-Income Households
34035050901,MHI - At Risk of Exclusion
34035052400,MHI - At Risk of Exclusion
34037371100,LI - Not Losing Low-Income Households
34017011000,LI - At Risk of Gentrification
34029714100,LI - Not Losing Low-Income Households
34017000700,LI - Ongoing Displacement of Low- Income Households
34021003006,MHI - At Risk of Exclusion
34023002701,LI - Ongoing Displacement of Low- Income Households
34031124800,LI - Not Losing Low-Income Households
34023002102,MHI - Displacement of LI hh - Ongoing Exclusion
34025802500,LI - Not Losing Low-Income Households
34029716000,LI - Not Losing Low-Income Households
34003031300,LI - Not Losing Low-Income Households
34025809701,MHI - Displacement of LI hh - Ongoing Exclusion
34037374100,MHI - At Risk of Exclusion
34017010900,LI - Not Losing Low-Income Households
34017001800,LI - Not Losing Low-Income Households
34017012300,LI - Not Losing Low-Income Households
34023000502,LI - Ongoing Displacement of Low- Income Households
34013020600,MHI - At Risk of Exclusion
34017002800,LI - Ongoing Displacement of Low- Income Households
34027041602,LI - Not Losing Low-Income Households
34019011900,LI - Ongoing Displacement of Low- Income Households
34023006500,MHI - Not Losing Low-Income Households
34025812000,MHI - At Risk of Exclusion
34039033300,MHI - Displacement of LI hh - Ongoing Exclusion
34003010200,LI - Not Losing Low-Income Households
34021003007,MHI - Not Losing Low-Income Households
34023006607,MHI - At Risk of Exclusion
34039037800,MHI - Displacement of LI hh - Ongoing Exclusion
34023006203,MHI - Not Losing Low-Income Households
34023008209,MHI - At Risk of Exclusion
34027043302,MHI - At Risk of Exclusion
34039034900,MHI - Not Losing Low-Income Households
36005029500,MHI - Displacement of LI hh - Ongoing Exclusion
36005030200,MHI - Not Losing Low-Income Households
36005033600,LI - Not Losing Low-Income Households
36005040800,LI - Not Losing Low-Income Households
36005041800,LI - Ongoing Gentrification
36047000301,MHI - At Risk of Exclusion
36047006700,MHI - Displacement of LI hh - Ongoing Exclusion
36047007100,LI - Ongoing Displacement of Low- Income Households
36047007600,LI - Not Losing Low-Income Households
36047012200,LI - Not Losing Low-Income Households
36047013900,MHI - Advanced Gentrification
36047014000,LI - Ongoing Gentrification
36047016300,MHI - Advanced Gentrification
36047016800,MHI - Not Losing Low-Income Households
36047018400,MHI - Displacement of LI hh - Ongoing Exclusion
36047020600,MHI - At Risk of Exclusion
36047021900,MHI - Advanced Gentrification
36047022900,MHI - Advanced Gentrification
36047025100,LI - Not Losing Low-Income Households
36047027600,LI - Ongoing Displacement of Low- Income Households
36047028200,LI - Not Losing Low-Income Households
36047030200,LI - Not Losing Low-Income Households
36047032100,LI - Not Losing Low-Income Households
36047033100,LI - Not Losing Low-Income Households
36047035300,LI - Not Losing Low-Income Households
36047039400,LI - Ongoing Displacement of Low- Income Households
36047042100,LI - Ongoing Displacement of Low- Income Households
36047043600,LI - Ongoing Displacement of Low- Income Households
36047045400,LI - Not Losing Low-Income Households
36047049300,LI - Ongoing Displacement of Low- Income Households
36047050202,MHI - Advanced Gentrification
36047057100,LI - At Risk of Gentrification
36047058400,LI - At Risk of Gentrification
36047064200,MHI - At Risk of Exclusion
36047068000,MHI - Not Losing Low-Income Households
36047070600,MHI - Not Losing Low-Income Households
36047076200,LI - Not Losing Low-Income Households
36047078000,MHI - Advanced Gentrification
36047081000,LI - Not Losing Low-Income Households
36047093000,MHI - Not Losing Low-Income Households
36047098400,MHI - Not Losing Low-Income Households
36047100400,MHI - Not Losing Low-Income Households
36047120800,LI - Not Losing Low-Income Households
36059301700,MHI - At Risk of Exclusion
36059302700,LI - Not Losing Low-Income Households
36059407900,LI - Not Losing Low-Income Households
36059409400,MHI - Advanced Gentrification
36059411302,MHI - Displacement of LI hh - Ongoing Exclusion
36059413300,LI - Not Losing Low-Income Households
36059414202,LI - Not Losing Low-Income Households
36059415000,MHI - Advanced Gentrification
36059518100,MHI - At Risk of Exclusion
36059519100,LI - Not Losing Low-Income Households
36059520300,MHI - Not Losing Low-Income Households
36061001600,LI - Not Losing Low-Income Households
36061003100,MHI - At Risk of Exclusion
36061004700,MHI - At Risk of Exclusion
36061006600,LI - Not Losing Low-Income Households
36061008300,LI - At Risk of Gentrification
36061008700,MHI - At Risk of Exclusion
36061009000,MHI - Not Losing Low-Income Households
36061009700,LI - Not Losing Low-Income Households
36061014000,MHI - At Risk of Exclusion
36061015400,MHI - Not Losing Low-Income Households
36061016400,LI - Not Losing Low-Income Households
36061016900,MHI - At Risk of Exclusion
36061020701,LI - Not Losing Low-Income Households
36061022200,LI - Ongoing Displacement of Low- Income Households
36061022600,LI - Ongoing Displacement of Low- Income Households
36061026500,LI - Ongoing Gentrification
36061029100,LI - Not Losing Low-Income Households
36061030300,LI - At Risk of Gentrification
36071013700,LI - Ongoing Displacement of Low- Income Households
36071014201,MHI - At Risk of Exclusion
36081000200,MHI - Displacement of LI hh - Ongoing Exclusion
36081001900,MHI - Advanced Gentrification
36081006900,LI - Ongoing Displacement of Low- Income Households
36081009600,MHI - Not Losing Low-Income Households
36081011900,LI - Ongoing Gentrification
36081012602,LI - Ongoing Gentrification
36081013600,LI - At Risk of Gentrification
36081022001,MHI - Advanced Gentrification
36081023500,LI - At Risk of Gentrification
36081028900,LI - Not Losing Low-Income Households
36081046200,LI - Not Losing Low-Income Households
36081049600,MHI - Not Losing Low-Income Households
36081052100,LI - Not Losing Low-Income Households
36081055400,LI - Ongoing Gentrification
36081057900,LI - Ongoing Displacement of Low- Income Households
36081068200,MHI - Not Losing Low-Income Households
36081070300,LI - Not Losing Low-Income Households
36081071900,LI - At Risk of Gentrification
36081072900,MHI - At Risk of Exclusion
36081085500,LI - Not Losing Low-Income Households
36081111300,MHI - At Risk of Exclusion
36081118500,LI - Not Losing Low-Income Households
36081129102,MHI - At Risk of Exclusion
36081139900,MHI - Displacement of LI hh - Ongoing Exclusion
36081147100,LI - Not Losing Low-Income Households
36081162100,LI - Not Losing Low-Income Households
36085003300,LI - Not Losing Low-Income Households
36085016901,LI - Not Losing Low-Income Households
36085018902,LI - Not Losing Low-Income Households
36103111703,MHI - At Risk of Exclusion
36103122705,LI - Ongoing Displacement of Low- Income Households
36103124601,MHI - At Risk of Exclusion
36103135201,MHI - Displacement of LI hh - Ongoing Exclusion
36103146002,LI - Not Losing Low-Income Households
36103146611,LI - Not Losing Low-Income Households
36103147401,LI - Not Losing Low-Income Households
36103147803,LI - Ongoing Displacement of Low- Income Households
36103158108,MHI - Advanced Gentrification
36103158309,LI - Not Losing Low-Income Households
36103158506,MHI - Not Losing Low-Income Households
36103158604,MHI - Not Losing Low-Income Households
36103159105,LI - Not Losing Low-Income Households
36103190800,LI - Not Losing Low-Income Households
36111951400,LI - Not Losing Low-Income Households
36119000202,LI - At Risk of Gentrification
36119000203,LI - Not Losing Low-Income Households
36119001505,LI - Not Losing Low-Income Households
36119002404,LI - Not Losing Low-Income Households
36119005800,LI - Not Losing Low-Income Households
36005009800,MHI - Not Losing Low-Income Households
36005022701,LI - Ongoing Displacement of Low- Income Households
36005030100,MHI - Not Losing Low-Income Households
36005032300,MHI - Not Losing Low-Income Households
36005035600,MHI - Displacement of LI hh - Ongoing Exclusion
36005042000,LI - Ongoing Displacement of Low- Income Households
36005042800,MHI - Not Losing Low-Income Households
36005043000,MHI - Advanced Gentrification
36005044800,MHI - Displacement of LI hh - Ongoing Exclusion
36103122707,LI - Not Losing Low-Income Households
36103123102,LI - Not Losing Low-Income Households
36103124001,LI - Not Losing Low-Income Households
36103124500,MHI - Advanced Gentrification
36103135101,MHI - Displacement of LI hh - Ongoing Exclusion
36103135205,MHI - At Risk of Exclusion
36103135304,MHI - At Risk of Exclusion
36103145901,LI - Not Losing Low-Income Households
36103146206,LI - Not Losing Low-Income Households
36061001800,LI - Ongoing Gentrification
36061003002,LI - Ongoing Gentrification
36061003800,LI - Not Losing Low-Income Households
36061004900,MHI - At Risk of Exclusion
36061005502,MHI - Displacement of LI hh - Ongoing Exclusion
36061007000,MHI - Not Losing Low-Income Households
36061011000,MHI - Not Losing Low-Income Households
36061011401,MHI - At Risk of Exclusion
36061012000,MHI - At Risk of Exclusion
36061013100,LI - Ongoing Displacement of Low- Income Households
36061013800,MHI - At Risk of Exclusion
36103158009,MHI - At Risk of Exclusion
36103158102,LI - Not Losing Low-Income Households
36103158110,MHI - Not Losing Low-Income Households
36103158306,MHI - Advanced Gentrification
36103158509,LI - Not Losing Low-Income Households
36103158606,LI - Not Losing Low-Income Households
36103158802,LI - Not Losing Low-Income Households
36103159108,LI - Not Losing Low-Income Households
36061014401,MHI - Not Losing Low-Income Households
36061014801,MHI - Displacement of LI hh - Ongoing Exclusion
36061015300,MHI - Displacement of LI hh - Ongoing Exclusion
36061015700,MHI - At Risk of Exclusion
36061016002,LI - Ongoing Gentrification
36061016600,LI - Ongoing Displacement of Low- Income Households
36061017402,LI - At Risk of Gentrification
36061018000,LI - Not Losing Low-Income Households
36061018500,MHI - Advanced Gentrification
36061019000,LI - Ongoing Displacement of Low- Income Households
36061020800,LI - Ongoing Displacement of Low- Income Households
36061021800,LI - Ongoing Gentrification
36061023400,LI - At Risk of Gentrification
36103190705,LI - Ongoing Displacement of Low- Income Households
36105951500,LI - Not Losing Low-Income Households
36111951200,MHI - At Risk of Exclusion
36111952300,LI - Ongoing Displacement of Low- Income Households
36061030700,LI - Ongoing Gentrification
36119000702,LI - Not Losing Low-Income Households
36119001401,LI - Not Losing Low-Income Households
36119002101,LI - Not Losing Low-Income Households
36119002203,LI - Ongoing Displacement of Low- Income Households
36119004600,MHI - At Risk of Exclusion
36119005300,MHI - Displacement of LI hh - Ongoing Exclusion
36119006100,LI - Not Losing Low-Income Households
36119007200,LI - Not Losing Low-Income Households
36119007402,MHI - Displacement of LI hh - Ongoing Exclusion
36047003800,MHI - At Risk of Exclusion
36047004500,MHI - Displacement of LI hh - Ongoing Exclusion
36047009600,LI - At Risk of Gentrification
36071010400,LI - Not Losing Low-Income Households
36047012700,LI - Not Losing Low-Income Households
36047013300,MHI - Displacement of LI hh - Ongoing Exclusion
36047014700,MHI - Advanced Gentrification
36047016200,MHI - At Risk of Exclusion
36047017600,LI - Not Losing Low-Income Households
36047018300,MHI - Displacement of LI hh - Ongoing Exclusion
36047018800,MHI - Displacement of LI hh - Ongoing Exclusion
36047019700,MHI - At Risk of Exclusion
36047020200,MHI - Displacement of LI hh - Ongoing Exclusion
36047021000,LI - At Risk of Gentrification
36079010700,LI - Not Losing Low-Income Households
36081000800,LI - Ongoing Displacement of Low- Income Households
36081001200,MHI - Displacement of LI hh - Ongoing Exclusion
36047024900,LI - Ongoing Gentrification
36047029500,LI - Ongoing Displacement of Low- Income Households
36047030000,LI - At Risk of Gentrification
36047031701,LI - Ongoing Gentrification
36047032500,LI - Ongoing Displacement of Low- Income Households
36047033300,LI - At Risk of Gentrification
36047035500,LI - Not Losing Low-Income Households
36081003800,LI - Not Losing Low-Income Households
36081005100,LI - Not Losing Low-Income Households
36081007700,MHI - Advanced Gentrification
36081008600,MHI - Displacement of LI hh - Ongoing Exclusion
36081009700,MHI - At Risk of Exclusion
36081014100,LI - Ongoing Gentrification
36081015100,LI - Ongoing Gentrification
36047040100,LI - Ongoing Gentrification
36047042500,LI - Ongoing Gentrification
36047043700,LI - Ongoing Displacement of Low- Income Households
36047044400,LI - Not Losing Low-Income Households
36047046201,LI - Not Losing Low-Income Households
36047048000,LI - Not Losing Low-Income Households
36047051200,LI - Not Losing Low-Income Households
36047051700,MHI - Advanced Gentrification
36081019200,MHI - Displacement of LI hh - Ongoing Exclusion
36081023800,LI - Not Losing Low-Income Households
36081025100,LI - At Risk of Gentrification
36081025700,LI - Ongoing Displacement of Low- Income Households
36081026500,LI - Not Losing Low-Income Households
36081027700,LI - Not Losing Low-Income Households
36081029100,LI - At Risk of Gentrification
36081031700,LI - Not Losing Low-Income Households
36081033402,LI - Not Losing Low-Income Households
36047053200,MHI - Not Losing Low-Income Households
36047054200,LI - At Risk of Gentrification
36047055200,LI - At Risk of Gentrification
36047055700,MHI - Advanced Gentrification
36047056600,MHI - Not Losing Low-Income Households
36047057000,MHI - Not Losing Low-Income Households
36047057800,LI - At Risk of Gentrification
36047059000,LI - Ongoing Gentrification
36047064000,MHI - Displacement of LI hh - Ongoing Exclusion
36047064800,MHI - Not Losing Low-Income Households
36047066000,MHI - At Risk of Exclusion
36081046000,LI - Not Losing Low-Income Households
36081046800,LI - Not Losing Low-Income Households
36081047100,LI - Not Losing Low-Income Households
36081048000,LI - Not Losing Low-Income Households
36081049301,LI - Not Losing Low-Income Households
36081051300,LI - Ongoing Displacement of Low- Income Households
36081052000,MHI - Not Losing Low-Income Households
36081052600,LI - Not Losing Low-Income Households
36081054900,LI - At Risk of Gentrification
36081055600,MHI - Not Losing Low-Income Households
36047074400,MHI - At Risk of Exclusion
36047075600,MHI - At Risk of Exclusion
36047077000,LI - At Risk of Gentrification
36047078200,LI - Ongoing Displacement of Low- Income Households
36047087200,LI - Not Losing Low-Income Households
36047088000,LI - Not Losing Low-Income Households
36047095400,MHI - Not Losing Low-Income Households
36047100600,MHI - Not Losing Low-Income Households
36081059100,LI - Ongoing Displacement of Low- Income Households
36081060300,MHI - Displacement of LI hh - Ongoing Exclusion
36081062500,MHI - Advanced Gentrification
36081063200,MHI - Not Losing Low-Income Households
36081064600,MHI - Not Losing Low-Income Households
36081077903,MHI - Not Losing Low-Income Households
36047101200,LI - Ongoing Gentrification
36047102600,MHI - Not Losing Low-Income Households
36081084601,LI - Not Losing Low-Income Households
36081093900,MHI - Displacement of LI hh - Ongoing Exclusion
36081094700,LI - At Risk of Gentrification
36081099100,MHI - Not Losing Low-Income Households
36081101700,MHI - Displacement of LI hh - Ongoing Exclusion
36081112300,MHI - At Risk of Exclusion
36081115500,LI - Not Losing Low-Income Households
36081118100,MHI - At Risk of Exclusion
36081118900,LI - Not Losing Low-Income Households
36081121500,MHI - Displacement of LI hh - Ongoing Exclusion
36081126500,LI - Not Losing Low-Income Households
36081136700,LI - Not Losing Low-Income Households
36081140300,LI - Not Losing Low-Income Households
36085005900,LI - Not Losing Low-Income Households
36085007500,LI - At Risk of Gentrification
36059300600,MHI - At Risk of Exclusion
36059301101,LI - Not Losing Low-Income Households
36059302200,LI - Not Losing Low-Income Households
36059303302,LI - Not Losing Low-Income Households
36085012500,LI - Ongoing Displacement of Low- Income Households
36085023100,LI - Not Losing Low-Income Households
36085027702,LI - Not Losing Low-Income Households
36087010801,MHI - At Risk of Exclusion
36059405200,LI - Not Losing Low-Income Households
36059406002,LI - Not Losing Low-Income Households
36059406600,MHI - Displacement of LI hh - Ongoing Exclusion
36059408200,LI - Not Losing Low-Income Households
36059410200,LI - Not Losing Low-Income Households
36059411400,LI - Not Losing Low-Income Households
36059411901,LI - Not Losing Low-Income Households
36059413001,LI - Not Losing Low-Income Households
36087013100,LI - Not Losing Low-Income Households
36059415600,MHI - At Risk of Exclusion
36059416300,MHI - At Risk of Exclusion
36059517302,LI - Not Losing Low-Income Households
36059518203,MHI - At Risk of Exclusion
36059518700,MHI - At Risk of Exclusion
36059519400,LI - Ongoing Displacement of Low- Income Households
36059520401,LI - Not Losing Low-Income Households
36059521301,LI - Not Losing Low-Income Households
36061000700,MHI - Not Losing Low-Income Households
36103110200,LI - Not Losing Low-Income Households
36103110902,LI - Not Losing Low-Income Households
36103112103,LI - Not Losing Low-Income Households
36103122403,LI - Not Losing Low-Income Households
36005016600,MHI - Displacement of LI hh - Ongoing Exclusion
36005028700,MHI - Not Losing Low-Income Households
36005039800,MHI - Displacement of LI hh - Ongoing Exclusion
36047006600,MHI - At Risk of Exclusion
36047012902,MHI - At Risk of Exclusion
36047023100,MHI - Advanced Gentrification
36047028000,LI - Not Losing Low-Income Households
36047033500,LI - Not Losing Low-Income Households
36047049600,MHI - Advanced Gentrification
36047052800,MHI - Not Losing Low-Income Households
36047055600,LI - At Risk of Gentrification
36047070201,MHI - Not Losing Low-Income Households
36059304100,LI - Not Losing Low-Income Households
36059411902,LI - Ongoing Displacement of Low- Income Households
36059416202,LI - Not Losing Low-Income Households
36059520501,LI - Not Losing Low-Income Households
36061008100,MHI - Displacement of LI hh - Ongoing Exclusion
36061011402,MHI - Not Losing Low-Income Households
36061016001,MHI - At Risk of Exclusion
36061028300,LI - Not Losing Low-Income Households
36081012100,LI - Not Losing Low-Income Households
36081015900,LI - Ongoing Displacement of Low- Income Households
36081035100,LI - Ongoing Displacement of Low- Income Households
36081044602,LI - Not Losing Low-Income Households
36081049302,LI - Ongoing Gentrification
36081054500,LI - At Risk of Gentrification
36081063301,MHI - At Risk of Exclusion
36081069500,LI - At Risk of Gentrification
36081115900,LI - At Risk of Gentrification
36081146300,MHI - Displacement of LI hh - Ongoing Exclusion
36103124101,LI - Not Losing Low-Income Households
36103146102,LI - Not Losing Low-Income Households
36103146613,MHI - Not Losing Low-Income Households
36103147701,LI - Ongoing Displacement of Low- Income Households
36103158315,LI - Not Losing Low-Income Households
36103159000,LI - Not Losing Low-Income Households
36119001402,LI - Not Losing Low-Income Households
36119006000,LI - Ongoing Gentrification
36081016900,LI - At Risk of Gentrification
36047069000,MHI - Displacement of LI hh - Ongoing Exclusion
36047072000,LI - Not Losing Low-Income Households
36081055100,LI - Ongoing Gentrification
36047098600,MHI - Not Losing Low-Income Households
36081113900,LI - Not Losing Low-Income Households
36085001700,LI - Not Losing Low-Income Households
36085009601,LI - Ongoing Displacement of Low- Income Households
36087010803,MHI - Not Losing Low-Income Households
36059413600,LI - Not Losing Low-Income Households
36047014200,LI - At Risk of Gentrification
36047083200,MHI - Not Losing Low-Income Households
36061018400,LI - Not Losing Low-Income Households
36081013400,LI - Ongoing Displacement of Low- Income Households
36081026100,LI - Not Losing Low-Income Households
36081077904,LI - Not Losing Low-Income Households
36085014100,LI - Ongoing Displacement of Low- Income Households
36103146615,LI - Ongoing Gentrification
36119004000,LI - Not Losing Low-Income Households
36047003600,MHI - Advanced Gentrification
36047012901,MHI - Advanced Gentrification
36081011100,MHI - Displacement of LI hh - Ongoing Exclusion
36047072400,MHI - Not Losing Low-Income Households
36081074500,LI - Not Losing Low-Income Households
36081140901,MHI - Not Losing Low-Income Households
36005029700,MHI - Not Losing Low-Income Households
36103145803,LI - Not Losing Low-Income Households
36061023000,LI - Ongoing Displacement of Low- Income Households
36119002201,MHI - Displacement of LI hh - Ongoing Exclusion
36047027900,MHI - Not Losing Low-Income Households
36047028600,LI - Not Losing Low-Income Households
36047031702,MHI - Advanced Gentrification
36047067000,MHI - Displacement of LI hh - Ongoing Exclusion
36047075200,MHI - At Risk of Exclusion
36005031400,MHI - Not Losing Low-Income Households
36047003500,LI - At Risk of Gentrification
36047006400,LI - At Risk of Gentrification
36047017900,LI - Not Losing Low-Income Households
36059414600,MHI - At Risk of Exclusion
36059521200,MHI - Advanced Gentrification
36061002202,MHI - At Risk of Exclusion
36061005800,MHI - Advanced Gentrification
36061008000,MHI - At Risk of Exclusion
36061011203,MHI - At Risk of Exclusion
36061015801,MHI - Displacement of LI hh - Ongoing Exclusion
36061021400,LI - Ongoing Gentrification
36071011500,LI - Not Losing Low-Income Households
36081001000,LI - Not Losing Low-Income Households
36081005500,LI - Ongoing Gentrification
36081007900,LI - Ongoing Displacement of Low- Income Households
36081012000,LI - Not Losing Low-Income Households
36081015700,LI - Ongoing Displacement of Low- Income Households
36081045700,LI - Not Losing Low-Income Households
36081054800,LI - Not Losing Low-Income Households
36081059800,MHI - Not Losing Low-Income Households
36081066900,MHI - Not Losing Low-Income Households
36081098700,MHI - At Risk of Exclusion
36085003900,LI - Ongoing Displacement of Low- Income Households
36085017300,LI - Not Losing Low-Income Households
36087011000,MHI - At Risk of Exclusion
36087013200,LI - Not Losing Low-Income Households
36103110901,LI - Ongoing Displacement of Low- Income Households
36103123900,LI - Not Losing Low-Income Households
36103146612,MHI - Not Losing Low-Income Households
36111952400,LI - Not Losing Low-Income Households
36005034400,MHI - Not Losing Low-Income Households
36103123001,LI - Not Losing Low-Income Households
36103135402,MHI - At Risk of Exclusion
36103147300,LI - Ongoing Displacement of Low- Income Households
36059405302,LI - Not Losing Low-Income Households
36059406900,LI - Not Losing Low-Income Households
36059412500,MHI - At Risk of Exclusion
36119005901,LI - Not Losing Low-Income Households
36047001300,MHI - Not Losing Low-Income Households
36047008000,MHI - Advanced Gentrification
36047052700,LI - Not Losing Low-Income Households
36047055000,LI - Ongoing Displacement of Low- Income Households
